conv1_weight
0.3024972,0.8258916,0.029138833,0.10776022
0.08676838,0.5218094,-0.60181016,0.32897255
0.39741772,-1.3807857,2.6640604,0.29727504
-0.4181669,0.19367328,0.008638419,0.8347777
-0.12046432,-0.87764156,-1.2250097,-0.5368966
-0.8293965,-0.8594758,0.48028857,0.4738648
-1.3711711,0.31480992,0.07472414,0.31714895
-0.56292087,-0.43130538,0.10902223,0.3888695
1.1668445,-0.102023326,0.35615897,0.7530693
1.5078446,2.3221092,4.240992,0.94423836
0.3376623,-2.5563085,-2.6789103,0.17971452
0.15854076,-0.6207984,-0.27064487,-0.02917243
-0.084717646,-0.3599728,-0.45269975,-0.19655459
0.23133287,-0.05093303,-0.17620689,-0.3680279
0.27054733,-0.121701896,0.44363895,-0.21216662
0.12870304,0.071821116,0.29982772,0.5192239
0.50666964,0.35130185,0.27686888,0.56644505
-1.2229576,0.20626369,0.28682438,0.35189298
-0.3001343,-0.5218974,-0.99858564,-1.9957496
-0.006272753,-0.15930852,-0.081430435,0.39241385
###########
conv1_bias
-0.03911582,-0.566945,-0.39932117,-0.23809178,-0.19687998
###########
conv2_weight
-0.05401821,0.013174308,0.11621104
0.18138264,-0.0048165596,0.29009652
0.19937481,0.049944613,0.06499935
0.013763676,-0.24796024,-0.34828404
-0.23113883,-0.28091225,-0.47186986
-0.21424535,-0.19654441,-0.2534269
0.0686054,0.06393879,0.029783446
-0.16228245,0.0005151176,0.019660313
-0.3321317,-0.14696318,0.012738627
0.3230228,0.11146879,0.35746345
0.4540224,0.47685662,0.05269098
0.25517458,0.09637237,-0.18710895
0.07602216,-0.0072081196,0.09578339
0.22542894,0.020489631,0.16711354
0.34656125,0.19559248,-0.04661592
-0.3565259,-0.14165232,-0.42583862
-0.34375343,-0.27458504,-0.31219864
-0.018076146,-0.18896759,-0.40009433
-0.29968634,-0.08441171,-0.091818385
0.015063456,-0.33323163,-0.16915597
-0.16894823,-0.06945893,0.12641804
-0.16395469,-0.013810473,0.22233303
-0.08887579,-0.07982528,0.061936922
0.037310094,0.1013151,-0.10336344
0.42558295,-0.04790478,0.14667417
-0.021874296,0.65926033,0.13507149
0.07471332,0.048412003,0.25300118
0.10309114,0.005523277,0.20645992
-0.011705349,0.1404762,0.08765301
-0.020353978,0.10442589,0.13495272
0.96754885,0.44694874,0.7765029
-0.47012714,-0.23463343,-1.4084568
0.42404172,-0.31552204,-0.5821402
-0.018360225,-0.20113981,0.9762984
0.61656815,-1.5122738,0.7482916
0.22480862,1.3749481,-0.20486379
-0.22125494,0.21936314,0.01272974
-1.390185,0.31485373,-0.413454
-0.36165527,0.075850256,-0.17601001
0.2073613,-0.8709382,-0.6492975
0.60307175,-0.312289,0.29614714
0.21347183,-0.394498,1.7874606
-0.42484212,-0.15551288,-0.26864967
1.8241407,0.9210865,0.32612324
0.1034452,0.08536174,0.025158808
###########
conv2_bias
-1.2161549,0.20175785,-0.11894857
###########
conv3_weight
-0.08427923,-0.15220368,0.14210989,0.010066664
0.07460126,0.2773368,-0.05050939,0.07868022
-0.1916259,-0.39493427,-0.28302455,-0.34025836
-0.12902316,-0.2601866,-0.1182718,0.23534168
-0.053940404,-0.12340384,-0.115240045,-0.08970696
0.123437606,0.6681701,0.057028282,-0.012038837
0.14574999,0.060181193,0.20732139,0.11624664
-0.21404251,-0.23995572,-0.27219027,-0.22716086
0.15542822,0.05684178,0.085259594,-0.010084704
0.2564265,0.30438346,0.03613407,-0.12564093
0.18120857,0.14432044,-0.08892039,0.06430569
-0.036422655,-0.066978395,-0.016089084,-0.09784325
0.3704977,0.92134756,0.7697705,0.07159375
-0.16633825,0.056147836,-0.10857947,-0.27259505
-0.20755221,0.1582666,-0.24848087,-0.0003629562
0.42203176,0.234401,-0.23991546,0.08228778
0.22801417,0.47229618,0.17826732,0.2592554
0.040603522,-0.08706352,-0.2056428,0.28450352
0.29489255,-0.25624534,-0.0045757294,-0.21124096
0.0028957285,-0.053543296,-0.31017804,0.22946854
0.024339374,0.17527048,-0.059772328,-0.38041183
0.015804889,0.1148268,0.013930915,-0.040076982
-0.067453854,0.0001043095,0.1977272,-0.033094045
-0.011830719,0.08598458,-0.015363788,0.03643496
0.049822044,0.14697489,0.039033104,0.27865377
-0.15353724,0.03709775,-0.011199617,-0.00015834156
0.15527472,0.20493041,0.40810812,0.20079654
0.029332101,0.087942235,-0.12063743,-0.15691116
0.22807825,-0.118788384,-0.2060666,0.15972571
-0.063211136,0.0098822545,0.4129275,0.36079758
-0.07631582,0.27060384,0.5801029,0.32360283
-0.0200447,-0.22382522,-0.4462716,-0.34095994
-0.03239847,0.06301264,-0.13059236,-0.09220074
-0.030211741,0.123951174,0.3083221,-0.05624705
0.05862542,0.27297586,0.3135127,0.2621595
0.00049340737,0.0655159,0.10193257,0.22272272
###########
conv3_bias
1.3853528,-0.79538226,0.8370246
###########
dense1_weight
-3.9202106,-1.4691011,3.54179
-0.5282268,6.398425,-4.5411725
-7.500781,-4.030853,2.667002
-1.288026,-0.8220419,1.220985
1.2741479,-0.23033229,-0.096441165
-8.280747,-2.800388,3.9960594
-0.63436365,-0.543591,-0.09433201
0.9656788,2.3787138,-4.259953
3.0553334,-5.2117662,0.8896213
2.1464465,2.402727,-0.07353827
4.7495,-2.6640792,2.9527187
3.3153386,-3.193274,0.66475105
-0.80373794,-0.92578495,-1.9729875
1.0991855,-0.8684409,-2.6060739
0.019511346,-3.3672848,1.8185741
-0.21920931,-0.7281437,-1.8477459
1.9006096,-2.573506,0.015133184
1.992779,-1.1214114,2.4330971
2.8136628,0.13769373,-1.5794897
1.1760682,3.4273174,-5.099434
-3.4121408,1.2275114,-0.92902654
0.9309922,0.85997075,-1.7204113
0.10036932,-0.27646053,-1.1610171
-0.72342104,-1.8181809,-2.331087
5.0263667,2.9144156,-0.8806251
-0.38773718,-0.29210597,-0.5659272
0.18912113,0.5274355,1.367922
5.78149,-0.053512122,-4.026001
3.62519,-1.4401898,1.8261203
3.327495,1.8939891,0.29175475
2.3919365,2.0095284,-1.2660909
-1.1890744,3.0846477,0.058554057
-1.5528598,2.1720443,-0.7919018
0.06936977,2.859057,-2.5352147
-0.6441472,-1.0268497,1.998843
5.3052464,1.7603705,-3.423715
-2.8132908,2.0086637,1.115389
-6.8614836,0.396231,-3.168544
-0.054654006,3.3396685,-3.8990893
-1.3693424,-2.4737148,-0.72256535
-1.3428415,-1.737406,-2.8789175
5.323088,1.875282,1.5811617
-3.4554658,-1.510519,-0.5819758
1.4983095,0.94942373,-0.8863333
-4.695181,-2.6507246,1.7695038
###########
0.3648181,-1.4220284,2.4734485
-0.36250252,0.16624705,6.253246
3.493592,-2.839531,-0.4048994
0.3419308,-2.130319,2.4855292
-2.0302067,0.32391512,2.069982
0.8442772,0.38491386,-2.4295967
-0.62353635,-1.115828,4.0175896
0.44385225,-1.6612949,4.137757
5.3310475,-0.80907965,-0.5423868
-3.8915825,1.2859762,1.6984292
-4.491242,-0.8594156,2.1241455
-4.026454,-6.285629,2.8077462
-0.9322254,-3.396297,-0.112121806
-3.261727,-2.4254174,1.1030618
-2.9880545,1.1265599,-0.03931249
-0.64366394,-2.227358,5.908425
-2.0558054,3.5131528,-3.4381628
-0.6819518,1.5760243,-0.52832335
-0.93645406,4.450099,-1.889204
3.86537,-0.008077747,-3.9097412
3.4802842,4.491683,0.42438722
0.08728254,-0.47175795,0.07480014
3.8128738,-0.3467541,0.7255169
-0.40317845,-0.92393786,1.4157305
0.95199627,1.0180472,-1.7988281
-0.36460444,0.77488136,0.8286113
-4.8076496,-0.5211777,-1.7644347
-1.4098663,-3.6586962,-0.21209034
1.4163536,-3.2263887,1.4471716
-2.0679822,-3.4590676,4.3420615
-0.21806617,0.5911345,0.86969024
0.6615832,-0.65076816,1.9923165
2.11508,1.7407657,0.7370155
0.5150045,-0.12889186,-2.3171206
-3.1051614,-0.790612,1.5542451
-3.0008936,1.8554019,-0.23864518
-2.2858973,-2.4119792,0.6942519
-4.2007947,-1.7359847,3.6545296
0.37003258,4.193073,-3.8866863
-1.5267473,4.5035396,-0.37387562
-0.6570154,1.276039,0.21400371
4.4006944,-0.4138044,-1.4931078
-0.46482748,-0.7737458,1.1374803
1.4919082,-1.6327406,-1.9760938
-3.084828,0.40808713,-0.7494121
###########
dense1_bias
-0.27790773,-2.3080177,3.897405,-3.8346603,4.8839145,0.43151203,-2.5492678,-1.0328032,4.7668715,3.26831
###########
